,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
387,patacamaya,97,BO,1579886998,51,59.05,-17.23,-67.92,10.31
388,qaqortoq,90,GL,1579886998,79,26.6,60.72,-46.03,22.75
389,waipawa,27,NZ,1579886998,77,63.0,-41.41,175.52,19.46
390,orlik,79,RU,1579886998,88,-5.03,52.52,99.83,4.7
391,kirakira,19,SB,1579886704,81,76.69,-10.45,161.92,3.38
392,harper,55,LR,1579886998,76,82.81,4.38,-7.72,6.49
393,puerto asis,75,CO,1579886999,83,84.2,0.51,-76.5,4.7
394,perth,22,AU,1579886740,77,66.99,-31.93,115.83,8.05
395,parrita,42,CR,1579886999,54,82.4,9.52,-84.32,18.34
396,zhigansk,48,RU,1579886999,96,-42.92,66.77,123.37,8.66
397,henderson,1,US,1579886958,57,55.0,36.04,-114.98,3.36
398,alvorada,100,BR,1579886999,97,73.15,-12.48,-49.12,4.88
399,dingle,11,PH,1579886913,93,73.94,11.0,122.67,7.61
400,bud,90,US,1579887000,100,44.01,39.45,-86.18,5.82
401,amahai,10,ID,1579887000,73,86.0,-3.33,128.92,1.99
402,nueve de julio,85,AR,1579886730,23,98.65,-35.44,-60.88,15.32
403,arrifes,20,PT,1579887000,62,59.0,37.77,-25.7,10.29
404,tulnici,8,RO,1579887000,64,35.6,45.92,26.67,10.29
405,guymon,1,US,1579886858,28,48.2,36.68,-101.48,8.05
406,dasoguz,99,TM,1579887001,74,37.4,41.84,59.97,6.93
407,buala,5,SB,1579886704,82,79.72,-8.14,159.59,7.87
408,awbari,84,LY,1579887001,15,60.35,26.59,12.78,10.49
409,youkounkoun,77,GN,1579887001,12,102.07,12.53,-13.13,5.79
410,tommot,0,RU,1579887001,87,-35.63,58.96,126.29,3.09
411,hokitika,99,NZ,1579887002,79,61.86,-42.72,170.97,5.26
412,dukat,76,RU,1579887002,99,-40.94,62.55,155.55,4.38
413,lazaro cardenas,1,MX,1579886779,53,84.76,17.96,-102.2,4.25
414,iskateley,98,RU,1579887002,99,-8.07,67.68,53.15,5.14
415,moctezuma,0,MX,1579887002,40,63.77,29.8,-109.67,2.04
416,port hedland,0,AU,1579887003,88,82.4,-20.32,118.57,6.93
417,surgut,75,RU,1579887003,85,19.4,61.25,73.42,11.18
418,erzin,0,TR,1579887003,31,46.4,36.96,36.2,6.93
419,segezha,96,RU,1579887003,89,23.25,63.74,34.32,9.26
420,port macquarie,90,AU,1579887003,94,73.99,-31.43,152.92,1.12
421,naze,75,JP,1579887003,93,66.2,28.37,129.48,3.36
422,axim,2,GH,1579886932,73,82.83,4.87,-2.24,8.32
423,emborion,0,GR,1579887004,51,37.4,40.48,21.55,2.24
424,belmonte,90,BR,1579887004,83,86.0,-15.86,-38.88,6.93
425,lumatil,8,PH,1579887004,89,72.46,5.87,124.89,3.02
426,cabo san lucas,40,MX,1579886887,77,72.0,22.89,-109.91,4.7
427,bilma,0,NE,1579887004,11,66.11,18.69,12.92,7.25
428,filingue,0,NE,1579887004,9,78.44,14.35,3.32,8.28
429,vero beach,90,US,1579887005,88,75.0,27.64,-80.4,8.05
430,riacho de santana,100,BR,1579887005,94,70.77,-13.61,-42.94,7.23
431,oriximina,4,BR,1579886984,44,95.04,-1.77,-55.87,2.04
432,copperas cove,1,US,1579887005,35,60.01,31.12,-97.9,5.82
433,kapuskasing,90,CA,1579887005,85,19.4,49.42,-82.43,6.93
434,saint-junien,41,FR,1579887005,76,52.0,45.88,0.9,3.36
435,srandakan,92,ID,1579886851,88,75.92,-7.94,110.25,2.26
436,cogoleto,75,IT,1579887006,70,50.0,44.39,8.64,11.41
437,aksu,100,CN,1579887006,74,24.71,41.12,80.26,3.02
438,westport,1,US,1579886962,39,53.01,41.14,-73.36,8.05
439,beterou,4,BJ,1579887006,7,85.35,9.2,2.26,5.3
440,arman,0,RU,1579887006,84,-14.73,59.7,150.17,10.51
441,dakoro,0,NE,1579887006,8,75.13,14.51,6.76,12.28
442,caluquembe,98,AO,1579887006,91,65.53,-13.78,14.68,5.21
443,moroto,90,UG,1579887007,36,77.83,2.53,34.67,12.95
444,turukhansk,98,RU,1579887007,93,14.25,65.82,87.98,13.0
445,la ronge,20,CA,1579887007,79,21.2,55.1,-105.28,5.82
446,opuwo,85,NA,1579887007,29,81.66,-18.06,13.84,16.08
447,christchurch,69,NZ,1579886708,100,62.01,-43.53,172.63,8.05
448,norfolk,48,US,1579887007,73,48.0,42.17,-71.25,8.05
449,manali,20,IN,1579887007,83,78.01,13.17,80.27,12.17
450,evensk,100,RU,1579887007,90,-9.45,61.95,159.23,17.43
451,lukulu,89,ZM,1579887008,88,70.23,-14.37,23.24,5.23
452,ishigaki,39,JP,1579887008,78,71.83,24.34,124.16,10.02
453,faro,75,PT,1579886986,93,53.6,37.02,-7.93,3.36
454,bambous virieux,75,MU,1579886764,88,81.0,-20.34,57.76,6.93
455,camara de lobos,40,PT,1579887008,55,62.6,32.63,-16.97,6.93
456,vryburg,100,ZA,1579887008,48,71.82,-26.96,24.73,10.54
457,chernyshevskiy,99,RU,1579887008,98,-17.64,63.01,112.47,4.27
458,jawhar,70,SO,1579887009,68,81.61,2.78,45.5,20.76
459,jiexiu,100,CN,1579887009,83,25.86,37.02,111.91,3.36
460,nortelandia,19,BR,1579887009,55,88.11,-14.45,-56.8,6.33
461,jizan,40,SA,1579887009,61,78.8,17.33,42.67,9.17
462,lashio,0,MM,1579887009,73,49.77,22.93,97.75,2.37
463,havre-saint-pierre,1,CA,1579886892,47,14.0,50.23,-63.6,8.05
464,pandan,2,PH,1579887010,83,79.65,14.05,124.17,17.92
465,mamlyutka,89,KZ,1579887010,93,7.97,54.94,68.54,7.81
466,brumunddal,0,NO,1579887010,76,28.99,60.88,10.94,7.0
467,mount gambier,75,AU,1579886900,100,59.0,-37.83,140.77,8.05
468,mangrul pir,0,IN,1579887010,44,71.24,20.32,77.35,2.8
469,kokopo,21,PG,1579887010,81,81.82,-4.35,152.26,8.03
470,staryy nadym,87,RU,1579886928,96,5.49,65.61,72.68,3.36
471,yangambi,73,CD,1579887011,32,77.7,0.81,24.43,1.83
472,jodhpur,0,IN,1579887011,31,59.4,26.29,73.03,5.21
473,ayan,95,RU,1579887011,74,-21.48,56.45,138.17,8.79
474,taoudenni,100,ML,1579886803,13,81.84,22.68,-3.98,7.16
475,dicabisagan,98,PH,1579887011,86,74.68,17.08,122.42,7.4
476,olgod,96,DK,1579887011,100,46.0,55.81,8.63,10.29
477,save,26,BJ,1579887011,8,90.86,8.04,2.49,5.35
478,aktas,90,KZ,1579887012,92,26.6,49.78,72.96,24.61
479,kiunga,32,PG,1579887012,98,73.45,-6.12,141.29,1.01
480,matay,0,EG,1579886807,56,50.45,28.42,30.78,11.74
481,kamenka,98,RU,1579887012,85,27.0,51.32,42.77,19.46
482,diapaga,0,BF,1579887012,8,83.19,12.07,1.79,8.08
483,haapiti,40,PF,1579887013,74,80.6,-17.57,-149.87,12.75
484,pingliang,100,CN,1579887013,81,22.53,35.54,106.69,1.41
485,baykit,100,RU,1579887013,96,7.5,61.67,96.37,2.01
486,boende,65,CD,1579887013,30,80.08,-0.22,20.87,1.86
487,araouane,100,ML,1579887013,9,83.71,18.9,-3.53,7.07
488,rincon,90,US,1579886982,93,66.2,32.3,-81.24,9.17
489,sayyan,8,YE,1579886758,75,55.83,15.17,44.32,1.86
490,gary,90,US,1579887014,100,37.99,41.59,-87.35,3.49
491,meiktila,67,MM,1579887014,46,62.85,20.87,95.87,7.83
492,zhengjiatun,0,CN,1579887014,70,-0.02,43.51,123.51,5.59
493,alyangula,100,AU,1579887014,83,82.4,-13.85,136.42,9.17
494,campos belos,100,BR,1579887014,98,69.55,-13.04,-46.77,3.83
495,camocim,79,BR,1579887014,73,85.42,-2.9,-40.84,8.46
496,xuddur,100,SO,1579887014,43,85.15,4.12,43.89,7.85
497,jaru,27,BR,1579887015,58,89.94,-10.44,-62.47,2.68
498,amarante do maranhao,95,BR,1579887015,66,87.71,-5.57,-46.74,3.74
499,chengde,0,CN,1579887015,69,13.78,40.97,117.94,2.46
500,fuling,100,CN,1579887015,96,42.22,29.7,107.39,1.21
501,mao,0,ES,1579887015,87,53.6,39.89,4.27,9.37
502,wajir,100,KE,1579887015,41,89.96,1.75,40.06,10.56
503,trinidad,75,BO,1579887016,63,91.4,-14.83,-64.9,5.1
504,huarmey,18,PE,1579887016,48,83.37,-10.07,-78.15,11.92
505,haines junction,100,CA,1579886883,99,-6.79,60.75,-137.51,7.78
506,roald,75,NO,1579887003,69,39.2,62.58,6.13,18.34
507,mamallapuram,20,IN,1579887016,83,78.01,12.63,80.17,6.93
508,broken hill,0,AU,1579886768,33,62.6,-31.95,141.43,5.82
509,batemans bay,95,AU,1579887016,90,66.0,-35.72,150.18,3.0
510,monchegorsk,100,RU,1579886910,96,8.55,67.94,32.87,1.3
511,foix,75,FR,1579887017,100,51.01,42.83,1.58,3.36
512,sobolevo,100,RU,1579887017,95,36.07,54.43,31.9,15.97
513,pisco,75,PE,1579887017,30,71.6,-13.7,-76.22,10.29
514,mvangue,79,CM,1579887017,23,74.34,2.97,11.52,1.59
515,ayr,75,GB,1579887017,93,46.99,55.46,-4.63,5.82
516,maceio,75,BR,1579886860,62,87.8,-9.67,-35.74,17.22
517,odienne,28,CI,1579887017,9,92.39,9.51,-7.57,4.83
518,itabuna,20,BR,1579887018,79,84.2,-14.79,-39.28,6.93
519,marsh harbour,63,BS,1579887018,63,72.61,26.54,-77.06,8.88
520,malyye derbety,0,RU,1579887018,68,24.46,47.95,44.68,12.06
521,jalu,0,LY,1579886893,57,56.55,29.03,21.55,7.45
522,boguchany,100,RU,1579887018,90,25.48,58.38,97.45,9.6
523,college,90,US,1579886910,76,-4.0,64.86,-147.8,2.66
524,port blair,10,IN,1579887019,73,79.84,11.67,92.75,12.59
525,santa fe,3,AR,1579887019,36,93.99,-31.63,-60.7,1.99
526,nhulunbuy,100,AU,1579887019,88,80.6,-12.23,136.77,9.17
527,emerald,90,AU,1579887019,100,77.0,-23.53,148.17,4.7
528,cacoal,78,BR,1579887019,63,88.02,-11.44,-61.45,4.27
529,celestun,81,MX,1579887019,78,72.39,20.87,-90.4,4.52
530,matagami,1,CA,1579887019,78,14.0,49.75,-77.63,9.17
531,iskitim,90,RU,1579887020,88,32.0,54.64,83.3,13.42
532,comodoro rivadavia,64,AR,1579886852,31,77.0,-45.87,-67.5,29.97
533,yola,48,NG,1579887020,10,75.09,9.2,12.48,4.34
534,grand gaube,75,MU,1579887020,88,81.0,-20.01,57.66,6.93
535,gorodishche,27,RU,1579887020,79,19.4,48.8,44.47,13.42
536,kunashak,40,RU,1579887021,67,19.4,55.7,61.55,13.42
537,de-kastri,100,RU,1579886906,86,0.28,51.47,140.78,12.26
538,bundi,0,IN,1579887021,34,55.94,25.44,75.64,0.78
539,labrea,80,BR,1579887021,52,92.12,-7.26,-64.8,3.8
540,cabinda,40,AO,1579887022,74,84.2,-5.55,12.2,5.82
541,fort-shevchenko,92,KZ,1579887022,55,27.81,44.51,50.26,24.32
542,preobrazheniye,0,RU,1579887022,57,6.31,42.9,133.91,5.32
543,muros,20,ES,1579886977,76,57.99,42.78,-9.06,4.7
544,troy,90,US,1579886884,96,37.4,42.61,-83.15,10.29
545,turayf,40,SA,1579887022,93,35.6,31.67,38.66,18.34
546,ekangala,47,ZA,1579887023,80,68.0,-25.7,28.75,1.01
547,los llanos de aridane,40,ES,1579887023,63,66.2,28.66,-17.92,5.82
548,can tho,2,VN,1579887023,94,75.2,10.03,105.78,2.24
549,duluth,90,US,1579886817,100,35.01,46.78,-92.11,19.46
550,ust-kuyga,14,RU,1579887023,99,-41.28,70.02,135.6,6.46
551,whitehorse,90,CA,1579886885,84,8.6,60.72,-135.05,3.36
552,conceicao do mato dentro,100,BR,1579887023,95,69.94,-19.04,-43.42,7.85
553,qobustan,90,AZ,1579887024,80,35.6,40.08,49.41,16.11
554,yarim,49,YE,1579887024,81,54.66,14.3,44.38,5.08
555,yamada,0,JP,1579887024,57,27.68,39.47,141.95,6.46
556,houma,5,US,1579886740,51,62.01,29.6,-90.72,6.93
557,taraz,90,KZ,1579887024,75,42.8,42.9,71.37,15.66
558,santa cruz,20,BO,1579887024,43,91.4,-17.8,-63.17,11.41
559,tucumcari,1,US,1579887024,56,45.0,35.17,-103.72,5.82
560,immenstadt,2,DE,1579887025,70,37.99,47.56,10.22,3.36
561,kuytun,100,RU,1579887025,85,11.93,54.34,101.5,5.06
562,metro,100,ID,1579886885,91,77.14,-5.11,105.31,8.16
563,moba,98,CN,1579887025,74,28.56,33.23,105.02,4.72
564,wageningen,90,NL,1579887025,100,39.0,51.97,5.67,3.36
565,northam,75,GB,1579887025,93,45.0,51.03,-4.22,5.82
566,besikduzu,75,TR,1579887025,69,39.2,41.05,39.23,6.93
567,lundazi,37,ZM,1579887026,89,68.11,-12.29,33.18,7.09
568,katol,0,IN,1579887026,77,66.2,21.27,78.58,4.65
